4 0.0125 1e-10 'Add'
4 0.0125 1e-10 'ODE'
4 0.0125 1e-10 'K'
16 0.0125 1e-10 'Add'
16 0.0125 1e-10 'ODE'
16 0.0125 1e-10 'K'
64 0.0125 1e-10 'Add'
64 0.0125 1e-10 'ODE'
64 0.0125 1e-10 'K'
256 0.0125 1e-10 'Add'
256 0.0125 1e-10 'ODE'
256 0.0125 1e-10 'K'
1024 0.0125 1e-10 'Add'
1024 0.0125 1e-10 'ODE'
1024 0.0125 1e-10 'K'
4 0.125 1e-10 'Add'
4 0.125 1e-10 'ODE'
4 0.125 1e-10 'K'
16 0.125 1e-10 'Add'
16 0.125 1e-10 'ODE'
16 0.125 1e-10 'K'
64 0.125 1e-10 'Add'
64 0.125 1e-10 'ODE'
64 0.125 1e-10 'K'
256 0.125 1e-10 'Add'
256 0.125 1e-10 'ODE'
256 0.125 1e-10 'K'
1024 0.125 1e-10 'Add'
1024 0.125 1e-10 'ODE'
1024 0.125 1e-10 'K'
4 1.25 1e-10 'Add'
4 1.25 1e-10 'ODE'
4 1.25 1e-10 'K'
16 1.25 1e-10 'Add'
16 1.25 1e-10 'ODE'
16 1.25 1e-10 'K'
64 1.25 1e-10 'Add'
64 1.25 1e-10 'ODE'
64 1.25 1e-10 'K'
256 1.25 1e-10 'Add'
256 1.25 1e-10 'ODE'
256 1.25 1e-10 'K'
1024 1.25 1e-10 'Add'
1024 1.25 1e-10 'ODE'
1024 1.25 1e-10 'K'
4 0.0125 1e-9 'Add'
4 0.0125 1e-9 'ODE'
4 0.0125 1e-9 'K'
16 0.0125 1e-9 'Add'
16 0.0125 1e-9 'ODE'
16 0.0125 1e-9 'K'
64 0.0125 1e-9 'Add'
64 0.0125 1e-9 'ODE'
64 0.0125 1e-9 'K'
256 0.0125 1e-9 'Add'
256 0.0125 1e-9 'ODE'
256 0.0125 1e-9 'K'
1024 0.0125 1e-9 'Add'
1024 0.0125 1e-9 'ODE'
1024 0.0125 1e-9 'K'
4 0.125 1e-9 'Add'
4 0.125 1e-9 'ODE'
4 0.125 1e-9 'K'
16 0.125 1e-9 'Add'
16 0.125 1e-9 'ODE'
16 0.125 1e-9 'K'
64 0.125 1e-9 'Add'
64 0.125 1e-9 'ODE'
64 0.125 1e-9 'K'
256 0.125 1e-9 'Add'
256 0.125 1e-9 'ODE'
256 0.125 1e-9 'K'
1024 0.125 1e-9 'Add'
1024 0.125 1e-9 'ODE'
1024 0.125 1e-9 'K'
4 1.25 1e-9 'Add'
4 1.25 1e-9 'ODE'
4 1.25 1e-9 'K'
16 1.25 1e-9 'Add'
16 1.25 1e-9 'ODE'
16 1.25 1e-9 'K'
64 1.25 1e-9 'Add'
64 1.25 1e-9 'ODE'
64 1.25 1e-9 'K'
256 1.25 1e-9 'Add'
256 1.25 1e-9 'ODE'
256 1.25 1e-9 'K'
1024 1.25 1e-9 'Add'
1024 1.25 1e-9 'ODE'
1024 1.25 1e-9 'K'
4 0.0125 1e-8 'Add'
4 0.0125 1e-8 'ODE'
4 0.0125 1e-8 'K'
16 0.0125 1e-8 'Add'
16 0.0125 1e-8 'ODE'
16 0.0125 1e-8 'K'
64 0.0125 1e-8 'Add'
64 0.0125 1e-8 'ODE'
64 0.0125 1e-8 'K'
256 0.0125 1e-8 'Add'
256 0.0125 1e-8 'ODE'
256 0.0125 1e-8 'K'
1024 0.0125 1e-8 'Add'
1024 0.0125 1e-8 'ODE'
1024 0.0125 1e-8 'K'
4 0.125 1e-8 'Add'
4 0.125 1e-8 'ODE'
4 0.125 1e-8 'K'
16 0.125 1e-8 'Add'
16 0.125 1e-8 'ODE'
16 0.125 1e-8 'K'
64 0.125 1e-8 'Add'
64 0.125 1e-8 'ODE'
64 0.125 1e-8 'K'
256 0.125 1e-8 'Add'
256 0.125 1e-8 'ODE'
256 0.125 1e-8 'K'
1024 0.125 1e-8 'Add'
1024 0.125 1e-8 'ODE'
1024 0.125 1e-8 'K'
4 1.25 1e-8 'Add'
4 1.25 1e-8 'ODE'
4 1.25 1e-8 'K'
16 1.25 1e-8 'Add'
16 1.25 1e-8 'ODE'
16 1.25 1e-8 'K'
64 1.25 1e-8 'Add'
64 1.25 1e-8 'ODE'
64 1.25 1e-8 'K'
256 1.25 1e-8 'Add'
256 1.25 1e-8 'ODE'
256 1.25 1e-8 'K'
1024 1.25 1e-8 'Add'
1024 1.25 1e-8 'ODE'
1024 1.25 1e-8 'K'
4 0.0125 1e-7 'Add'
4 0.0125 1e-7 'ODE'
4 0.0125 1e-7 'K'
16 0.0125 1e-7 'Add'
16 0.0125 1e-7 'ODE'
16 0.0125 1e-7 'K'
64 0.0125 1e-7 'Add'
64 0.0125 1e-7 'ODE'
64 0.0125 1e-7 'K'
256 0.0125 1e-7 'Add'
256 0.0125 1e-7 'ODE'
256 0.0125 1e-7 'K'
1024 0.0125 1e-7 'Add'
1024 0.0125 1e-7 'ODE'
1024 0.0125 1e-7 'K'
4 0.125 1e-7 'Add'
4 0.125 1e-7 'ODE'
4 0.125 1e-7 'K'
16 0.125 1e-7 'Add'
16 0.125 1e-7 'ODE'
16 0.125 1e-7 'K'
64 0.125 1e-7 'Add'
64 0.125 1e-7 'ODE'
64 0.125 1e-7 'K'
256 0.125 1e-7 'Add'
256 0.125 1e-7 'ODE'
256 0.125 1e-7 'K'
1024 0.125 1e-7 'Add'
1024 0.125 1e-7 'ODE'
1024 0.125 1e-7 'K'
4 1.25 1e-7 'Add'
4 1.25 1e-7 'ODE'
4 1.25 1e-7 'K'
16 1.25 1e-7 'Add'
16 1.25 1e-7 'ODE'
16 1.25 1e-7 'K'
64 1.25 1e-7 'Add'
64 1.25 1e-7 'ODE'
64 1.25 1e-7 'K'
256 1.25 1e-7 'Add'
256 1.25 1e-7 'ODE'
256 1.25 1e-7 'K'
1024 1.25 1e-7 'Add'
1024 1.25 1e-7 'ODE'
1024 1.25 1e-7 'K'
4 0.0125 1e-6 'Add'
4 0.0125 1e-6 'ODE'
4 0.0125 1e-6 'K'
16 0.0125 1e-6 'Add'
16 0.0125 1e-6 'ODE'
16 0.0125 1e-6 'K'
64 0.0125 1e-6 'Add'
64 0.0125 1e-6 'ODE'
64 0.0125 1e-6 'K'
256 0.0125 1e-6 'Add'
256 0.0125 1e-6 'ODE'
256 0.0125 1e-6 'K'
1024 0.0125 1e-6 'Add'
1024 0.0125 1e-6 'ODE'
1024 0.0125 1e-6 'K'
4 0.125 1e-6 'Add'
4 0.125 1e-6 'ODE'
4 0.125 1e-6 'K'
16 0.125 1e-6 'Add'
16 0.125 1e-6 'ODE'
16 0.125 1e-6 'K'
64 0.125 1e-6 'Add'
64 0.125 1e-6 'ODE'
64 0.125 1e-6 'K'
256 0.125 1e-6 'Add'
256 0.125 1e-6 'ODE'
256 0.125 1e-6 'K'
1024 0.125 1e-6 'Add'
1024 0.125 1e-6 'ODE'
1024 0.125 1e-6 'K'
4 1.25 1e-6 'Add'
4 1.25 1e-6 'ODE'
4 1.25 1e-6 'K'
16 1.25 1e-6 'Add'
16 1.25 1e-6 'ODE'
16 1.25 1e-6 'K'
64 1.25 1e-6 'Add'
64 1.25 1e-6 'ODE'
64 1.25 1e-6 'K'
256 1.25 1e-6 'Add'
256 1.25 1e-6 'ODE'
256 1.25 1e-6 'K'
1024 1.25 1e-6 'Add'
1024 1.25 1e-6 'ODE'
1024 1.25 1e-6 'K'
4 0.0125 1e-5 'Add'
4 0.0125 1e-5 'ODE'
4 0.0125 1e-5 'K'
16 0.0125 1e-5 'Add'
16 0.0125 1e-5 'ODE'
16 0.0125 1e-5 'K'
64 0.0125 1e-5 'Add'
64 0.0125 1e-5 'ODE'
64 0.0125 1e-5 'K'
256 0.0125 1e-5 'Add'
256 0.0125 1e-5 'ODE'
256 0.0125 1e-5 'K'
1024 0.0125 1e-5 'Add'
1024 0.0125 1e-5 'ODE'
1024 0.0125 1e-5 'K'
4 0.125 1e-5 'Add'
4 0.125 1e-5 'ODE'
4 0.125 1e-5 'K'
16 0.125 1e-5 'Add'
16 0.125 1e-5 'ODE'
16 0.125 1e-5 'K'
64 0.125 1e-5 'Add'
64 0.125 1e-5 'ODE'
64 0.125 1e-5 'K'
256 0.125 1e-5 'Add'
256 0.125 1e-5 'ODE'
256 0.125 1e-5 'K'
1024 0.125 1e-5 'Add'
1024 0.125 1e-5 'ODE'
1024 0.125 1e-5 'K'
4 1.25 1e-5 'Add'
4 1.25 1e-5 'ODE'
4 1.25 1e-5 'K'
16 1.25 1e-5 'Add'
16 1.25 1e-5 'ODE'
16 1.25 1e-5 'K'
64 1.25 1e-5 'Add'
64 1.25 1e-5 'ODE'
64 1.25 1e-5 'K'
256 1.25 1e-5 'Add'
256 1.25 1e-5 'ODE'
256 1.25 1e-5 'K'
1024 1.25 1e-5 'Add'
1024 1.25 1e-5 'ODE'
1024 1.25 1e-5 'K'
4 0.0125 1e-4 'Add'
4 0.0125 1e-4 'ODE'
4 0.0125 1e-4 'K'
16 0.0125 1e-4 'Add'
16 0.0125 1e-4 'ODE'
16 0.0125 1e-4 'K'
64 0.0125 1e-4 'Add'
64 0.0125 1e-4 'ODE'
64 0.0125 1e-4 'K'
256 0.0125 1e-4 'Add'
256 0.0125 1e-4 'ODE'
256 0.0125 1e-4 'K'
1024 0.0125 1e-4 'Add'
1024 0.0125 1e-4 'ODE'
1024 0.0125 1e-4 'K'
4 0.125 1e-4 'Add'
4 0.125 1e-4 'ODE'
4 0.125 1e-4 'K'
16 0.125 1e-4 'Add'
16 0.125 1e-4 'ODE'
16 0.125 1e-4 'K'
64 0.125 1e-4 'Add'
64 0.125 1e-4 'ODE'
64 0.125 1e-4 'K'
256 0.125 1e-4 'Add'
256 0.125 1e-4 'ODE'
256 0.125 1e-4 'K'
1024 0.125 1e-4 'Add'
1024 0.125 1e-4 'ODE'
1024 0.125 1e-4 'K'
4 1.25 1e-4 'Add'
4 1.25 1e-4 'ODE'
4 1.25 1e-4 'K'
16 1.25 1e-4 'Add'
16 1.25 1e-4 'ODE'
16 1.25 1e-4 'K'
64 1.25 1e-4 'Add'
64 1.25 1e-4 'ODE'
64 1.25 1e-4 'K'
256 1.25 1e-4 'Add'
256 1.25 1e-4 'ODE'
256 1.25 1e-4 'K'
1024 1.25 1e-4 'Add'
1024 1.25 1e-4 'ODE'
1024 1.25 1e-4 'K'
4 0.0125 0.001 'Add'
4 0.0125 0.001 'ODE'
4 0.0125 0.001 'K'
16 0.0125 0.001 'Add'
16 0.0125 0.001 'ODE'
16 0.0125 0.001 'K'
64 0.0125 0.001 'Add'
64 0.0125 0.001 'ODE'
64 0.0125 0.001 'K'
256 0.0125 0.001 'Add'
256 0.0125 0.001 'ODE'
256 0.0125 0.001 'K'
1024 0.0125 0.001 'Add'
1024 0.0125 0.001 'ODE'
1024 0.0125 0.001 'K'
4 0.125 0.001 'Add'
4 0.125 0.001 'ODE'
4 0.125 0.001 'K'
16 0.125 0.001 'Add'
16 0.125 0.001 'ODE'
16 0.125 0.001 'K'
64 0.125 0.001 'Add'
64 0.125 0.001 'ODE'
64 0.125 0.001 'K'
256 0.125 0.001 'Add'
256 0.125 0.001 'ODE'
256 0.125 0.001 'K'
1024 0.125 0.001 'Add'
1024 0.125 0.001 'ODE'
1024 0.125 0.001 'K'
4 1.25 0.001 'Add'
4 1.25 0.001 'ODE'
4 1.25 0.001 'K'
16 1.25 0.001 'Add'
16 1.25 0.001 'ODE'
16 1.25 0.001 'K'
64 1.25 0.001 'Add'
64 1.25 0.001 'ODE'
64 1.25 0.001 'K'
256 1.25 0.001 'Add'
256 1.25 0.001 'ODE'
256 1.25 0.001 'K'
1024 1.25 0.001 'Add'
1024 1.25 0.001 'ODE'
1024 1.25 0.001 'K'
4 0.0125 0.01 'Add'
4 0.0125 0.01 'ODE'
4 0.0125 0.01 'K'
16 0.0125 0.01 'Add'
16 0.0125 0.01 'ODE'
16 0.0125 0.01 'K'
64 0.0125 0.01 'Add'
64 0.0125 0.01 'ODE'
64 0.0125 0.01 'K'
256 0.0125 0.01 'Add'
256 0.0125 0.01 'ODE'
256 0.0125 0.01 'K'
1024 0.0125 0.01 'Add'
1024 0.0125 0.01 'ODE'
1024 0.0125 0.01 'K'
4 0.125 0.01 'Add'
4 0.125 0.01 'ODE'
4 0.125 0.01 'K'
16 0.125 0.01 'Add'
16 0.125 0.01 'ODE'
16 0.125 0.01 'K'
64 0.125 0.01 'Add'
64 0.125 0.01 'ODE'
64 0.125 0.01 'K'
256 0.125 0.01 'Add'
256 0.125 0.01 'ODE'
256 0.125 0.01 'K'
1024 0.125 0.01 'Add'
1024 0.125 0.01 'ODE'
1024 0.125 0.01 'K'
4 1.25 0.01 'Add'
4 1.25 0.01 'ODE'
4 1.25 0.01 'K'
16 1.25 0.01 'Add'
16 1.25 0.01 'ODE'
16 1.25 0.01 'K'
64 1.25 0.01 'Add'
64 1.25 0.01 'ODE'
64 1.25 0.01 'K'
256 1.25 0.01 'Add'
256 1.25 0.01 'ODE'
256 1.25 0.01 'K'
1024 1.25 0.01 'Add'
1024 1.25 0.01 'ODE'
1024 1.25 0.01 'K'
4 0.0125 0.1 'Add'
4 0.0125 0.1 'ODE'
4 0.0125 0.1 'K'
16 0.0125 0.1 'Add'
16 0.0125 0.1 'ODE'
16 0.0125 0.1 'K'
64 0.0125 0.1 'Add'
64 0.0125 0.1 'ODE'
64 0.0125 0.1 'K'
256 0.0125 0.1 'Add'
256 0.0125 0.1 'ODE'
256 0.0125 0.1 'K'
1024 0.0125 0.1 'Add'
1024 0.0125 0.1 'ODE'
1024 0.0125 0.1 'K'
4 0.125 0.1 'Add'
4 0.125 0.1 'ODE'
4 0.125 0.1 'K'
16 0.125 0.1 'Add'
16 0.125 0.1 'ODE'
16 0.125 0.1 'K'
64 0.125 0.1 'Add'
64 0.125 0.1 'ODE'
64 0.125 0.1 'K'
256 0.125 0.1 'Add'
256 0.125 0.1 'ODE'
256 0.125 0.1 'K'
1024 0.125 0.1 'Add'
1024 0.125 0.1 'ODE'
1024 0.125 0.1 'K'
4 1.25 0.1 'Add'
4 1.25 0.1 'ODE'
4 1.25 0.1 'K'
16 1.25 0.1 'Add'
16 1.25 0.1 'ODE'
16 1.25 0.1 'K'
64 1.25 0.1 'Add'
64 1.25 0.1 'ODE'
64 1.25 0.1 'K'
256 1.25 0.1 'Add'
256 1.25 0.1 'ODE'
256 1.25 0.1 'K'
1024 1.25 0.1 'Add'
1024 1.25 0.1 'ODE'
1024 1.25 0.1 'K'
